MÃ HÀNG,TÊN HÀNG,SL THỰC NHẬN,ĐƠN VỊ,STD GROSSWGT,NSX,HSD,GROUP OF CAGO
20100184,Ðường Biên Hòa Pure 1kg,31220.0,KG,1.0,2025-08-06 00:00:00,2029-08-06 00:00:00,RE Sugar
20100184,Ðường Biên Hòa Pure 1kg,42000.0,KG,1.0,2025-08-06 00:00:00,2029-08-06 00:00:00,RE Sugar
20100184,Ðường Biên Hòa Pure 1kg,32180.0,KG,1.0,2025-07-06 00:00:00,2029-07-06 00:00:00,RE Sugar
20100108,Đường tinh luyện cao cấp Biên Hòa Pure,30000.0,KG,1.0,17/01/2025,17/01/2027,RE Sugar
20100108,Đường tinh luyện cao cấp Biên Hòa Pure,4350.0,KG,1.0,17/01/2025,17/01/2027,RE Sugar
20100108,Đường tinh luyện cao cấp Biên Hòa Pure,25650.0,KG,1.0,17/01/2025,17/01/2027,RE Sugar
20100417,Đường sạch Cô Ba 12kg (xanh lá),36036.0,KG,1.0,2025-04-06 00:00:00,2027-04-06 00:00:00,RS Sugar
20100167,Đường trắng thượng hạng Mimosa,101950.0,KG,1.0,23/04/2025,23/04/2027,RS Sugar
20100164,Đường trắng thượng hạng Biên Hòa Daily,57800.0,KG,1.0,2025-07-06 00:00:00,2027-07-06 00:00:00,RS Sugar
20100316,Đường vàng thiên nhiên Mimosa,179400.0,KG,1.0,2025-07-06 00:00:00,2027-07-06 00:00:00,Brown Sugar
20100006,Đường Biên Hòa Joy Stick 6g (túi 300g),42.0,KG,1.0,2025-04-06 00:00:00,2029-04-06 00:00:00,Functional Sugar
20100006,Đường Biên Hòa Joy Stick 6g (túi 300g),336.0,KG,1.0,2025-04-06 00:00:00,2029-04-06 00:00:00,Functional Sugar
20100006,Đường Biên Hòa Joy Stick 6g (túi 300g),336.0,KG,1.0,2025-04-06 00:00:00,2029-04-06 00:00:00,Functional Sugar
20100006,Đường Biên Hòa Joy Stick 6g (túi 300g),336.0,KG,1.0,2025-04-06 00:00:00,2029-04-06 00:00:00,Functional Sugar
20100054,Đường Organic Biên Hòa 400g,165.0,KG,1.0,18/12/2024,18/12/2027,Organic Sugar
20100054,Đường Organic Biên Hòa 400g,537.0,KG,1.0,18/12/2024,18/12/2027,Organic Sugar
20100054,Đường Organic Biên Hòa 400g,537.0,KG,1.0,18/12/2024,18/12/2027,Organic Sugar
20100054,Đường Organic Biên Hòa 400g,537.0,KG,1.0,18/12/2024,18/12/2027,Organic Sugar
20100005,Đường Ăn Kiêng Isomalt 5g (hộp 250g),120.0,KG,1.0,2024-05-10 00:00:00,2027-05-10 00:00:00,Diet Sugar
20100141,Đường tinh luyện tiêu chuẩn Biên Hòa Pure,29950.0,KG,1.0,2025-11-03 00:00:00,2027-11-03 00:00:00,RE Sugar
20100243,Đường Phèn Cô Ba Vàng 1kg,400.0,TUI,1.0,13/09/2024,13/09/2026,Monorock
20100098,Đường sạch Cô Ba 500g (Xanh lá),200.0,TUI,1.0,2024-06-10 00:00:00,2026-06-10 00:00:00,RS Sugar
20100096,Đường sạch Cô Ba 1kg (Xanh lá),4500.0,TUI,1.0,15/03/2025,15/03/2027,RS Sugar
20100020,Đường đen nữ hoàng 1kg,200.0,TUI,1.0,26/05/2025,25/08/2026,Functional Sugar
20100042,Đường mía thiên nhiên Biên Hòa 1kg,1000.0,TUI,1.0,2025-07-06 00:00:00,2027-07-06 00:00:00,Brown Sugar
20100006,Đường Biên Hòa Joy Stick 6g (túi 300g),180.0,TUI,1.0,2025-01-05 00:00:00,30/04/2029,Functional Sugar
20100242,Đường Phèn Cô Ba Trắng 1kg,1000.0,TUI,1.0,15/02/2025,15/02/2027,Monorock
20100246,Nước màu Bếp Xưa,480.0,CHA,0.21,2025-11-04 00:00:00,2027-11-04 00:00:00,Caramelized
20100054,Đường Organic Biên Hòa 400g,0.0,KG,1.0,18/12/2024,18/12/2027,Organic Sugar
20100092,Đường Sạch Biên Hòa Saving 1kg,20.0,TUI,1.0,2024-05-05 00:00:00,2026-05-05 00:00:00,RS Sugar
20100136,Đường tinh luyện hạt nhuyễn Biên Hòa Pure,26000.0,KG,1.0,2025-12-04 00:00:00,2027-12-04 00:00:00,RE Sugar
20100136,Đường tinh luyện hạt nhuyễn Biên Hòa Pure,3800.0,KG,1.0,14/04/2025,14/04/2027,RE Sugar
20100136,Đường tinh luyện hạt nhuyễn Biên Hòa Pure,22200.0,KG,1.0,2025-12-04 00:00:00,2027-12-04 00:00:00,RE Sugar
20100136,Đường tinh luyện hạt nhuyễn Biên Hòa Pure,26000.0,KG,1.0,2025-12-04 00:00:00,2027-12-04 00:00:00,RE Sugar
20100136,Đường tinh luyện hạt nhuyễn Biên Hòa Pure,26000.0,KG,1.0,2025-12-04 00:00:00,2027-12-04 00:00:00,RE Sugar
20100620,Đường mía thiên nhiên Biên Hòa 500g,11000.0,KG,1.0,2025-09-06 00:00:00,2027-09-06 00:00:00,Brown Sugar
20100184,Ðường Biên Hòa Pure 1kg,23000.0,KG,1.0,2025-09-06 00:00:00,2029-09-06 00:00:00,RE Sugar
20100184,Ðường Biên Hòa Pure 1kg,26420.0,KG,1.0,2025-09-06 00:00:00,2029-09-06 00:00:00,RE Sugar
20100141,Đường tinh luyện tiêu chuẩn Biên Hòa Pure,850.0,KG,1.0,2025-11-03 00:00:00,2027-11-03 00:00:00,RE Sugar
20100141,Đường tinh luyện tiêu chuẩn Biên Hòa Pure,8500.0,KG,1.0,2024-11-03 00:00:00,2028-11-03 00:00:00,RE Sugar
20100141,Đường tinh luyện tiêu chuẩn Biên Hòa Pure,20500.0,KG,1.0,13/03/2025,14/03/2027,RE Sugar
20100141,Đường tinh luyện tiêu chuẩn Biên Hòa Pure,11550.0,KG,1.0,13/03/2025,14/03/2027,RE Sugar
20100141,Đường tinh luyện tiêu chuẩn Biên Hòa Pure,18450.0,KG,1.0,13/03/2025,14/03/2027,RE Sugar
20100108,Đường tinh luyện cao cấp Biên Hòa Pure,25650.0,KG,1.0,20/01/2025,20/01/2027,RE Sugar
20100108,Đường tinh luyện cao cấp Biên Hòa Pure,4350.0,KG,1.0,20/01/2025,20/01/2027,RE Sugar
20100184,Ðường Biên Hòa Pure 1kg,44000.0,KG,1.0,2025-09-06 00:00:00,2029-09-06 00:00:00,RE Sugar
20100108,Đường tinh luyện cao cấp Biên Hòa Pure,30000.0,KG,1.0,17/01/2025,17/01/2027,RE Sugar
20100108,Đường tinh luyện cao cấp Biên Hòa Pure,30000.0,KG,1.0,17/01/2025,17/01/2027,RE Sugar
20100316,Đường vàng thiên nhiên Mimosa,49750.0,KG,1.0,2025-07-06 00:00:00,2027-07-06 00:00:00,Brown Sugar
20100316,Đường vàng thiên nhiên Mimosa,60900.0,KG,1.0,2025-12-02 00:00:00,2027-12-02 00:00:00,Brown Sugar
20100136,Đường tinh luyện hạt nhuyễn Biên Hòa Pure,9000.0,KG,1.0,14/04/2025,14/04/2027,RE Sugar
20100136,Đường tinh luyện hạt nhuyễn Biên Hòa Pure,46000.0,KG,1.0,14/04/2025,14/04/2027,RE Sugar
20100246,Nước màu Bếp Xưa,3120.0,CHA,0.21,19/05/2025,19/05/2027,Caramelized
20100136,Đường tinh luyện hạt nhuyễn Biên Hòa Pure,0.0,KG,1.0,26/03/2025,26/03/2027,RE Sugar
20100608,Syrup Mía Biên Hòa 700ml,384.0,CHA,0.979428,26/05/2025,26/05/2026,Invert Syrup
20100608,Syrup Mía Biên Hòa 700ml,864.0,CHA,0.979428,26/05/2025,26/05/2026,Invert Syrup
20100608,Syrup Mía Biên Hòa 700ml,864.0,CHA,0.979428,26/05/2025,26/05/2026,Invert Syrup
20100608,Syrup Mía Biên Hòa 700ml,864.0,CHA,0.979428,26/05/2025,26/05/2026,Invert Syrup
20100136,Đường tinh luyện hạt nhuyễn Biên Hòa Pure,1150.0,KG,1.0,16/04/2025,16/04/2027,RE Sugar
20100136,Đường tinh luyện hạt nhuyễn Biên Hòa Pure,28850.0,KG,1.0,14/04/2025,14/04/2027,RE Sugar
20100494,Đường kính trắng Coop Happy 2kg,2960.0,KG,1.0,2025-09-06 00:00:00,2027-09-06 00:00:00,RS Sugar
20100005,Đường Ăn Kiêng Isomalt 5g (hộp 250g),132.0,KG,1.0,2024-05-10 00:00:00,2027-05-10 00:00:00,Diet Sugar
20100054,Đường Organic Biên Hòa 400g,1.8,KG,1.0,18/12/2024,18/12/2027,Organic Sugar
20100054,Đường Organic Biên Hòa 400g,537.0,KG,1.0,18/12/2024,18/12/2027,Organic Sugar
20100054,Đường Organic Biên Hòa 400g,537.0,KG,1.0,18/12/2024,18/12/2027,Organic Sugar
20100054,Đường Organic Biên Hòa 400g,537.0,KG,1.0,18/12/2024,18/12/2027,Organic Sugar
20100006,Đường Biên Hòa Joy Stick 6g (túi 300g),120.0,KG,1.0,2025-04-06 00:00:00,2029-04-06 00:00:00,Functional Sugar
20100006,Đường Biên Hòa Joy Stick 6g (túi 300g),336.0,KG,1.0,2025-04-06 00:00:00,2029-04-06 00:00:00,Functional Sugar
20100102,Đường Sticksu 8g,324.0,KG,1.0,2025-09-06 00:00:00,2029-09-06 00:00:00,Functional Sugar
20100102,Đường Sticksu 8g,420.0,KG,1.0,2025-09-06 00:00:00,2029-09-06 00:00:00,Functional Sugar
20100102,Đường Sticksu 8g,420.0,KG,1.0,2025-09-06 00:00:00,2029-09-06 00:00:00,Functional Sugar
20100008,Đường Biên Hòa Pro Baking 1kg,24.0,TUI,1.0,2024-12-09 00:00:00,2026-08-12 00:00:00,Functional Sugar
20100108,Đường tinh luyện cao cấp Biên Hòa Pure,50.0,KG,1.0,20/12/2024,20/12/2026,RE Sugar
20100108,Đường tinh luyện cao cấp Biên Hòa Pure,50.0,KG,1.0,2024-12-11 00:00:00,2026-12-11 00:00:00,RE Sugar
20100141,Đường tinh luyện tiêu chuẩn Biên Hòa Pure,50.0,KG,1.0,2025-11-03 00:00:00,2027-11-03 00:00:00,RE Sugar
20100136,Đường tinh luyện hạt nhuyễn Biên Hòa Pure,30000.0,KG,1.0,16/04/2025,16/04/2027,RE Sugar
20100136,Đường tinh luyện hạt nhuyễn Biên Hòa Pure,30000.0,KG,1.0,16/04/2025,16/04/2027,RE Sugar
20100316,Đường vàng thiên nhiên Mimosa,128750.0,KG,1.0,2025-12-02 00:00:00,2027-12-02 00:00:00,Brown Sugar
20100020,Đường đen nữ hoàng 1kg,5340.0,KG,1.0,2025-05-06 00:00:00,2026-05-09 00:00:00,Functional Sugar
20100620,Đường mía thiên nhiên Biên Hòa 500g,7620.0,KG,1.0,2025-10-06 00:00:00,2027-10-06 00:00:00,Brown Sugar
20100167,Đường trắng thượng hạng Mimosa,256100.0,KG,1.0,23/04/2025,23/04/2027,RS Sugar
20100184,Ðường Biên Hòa Pure 1kg,27380.0,KG,1.0,2025-10-06 00:00:00,2029-10-06 00:00:00,RE Sugar
20100425,Đường mía lỏng Biên Hòa 4.8L,0.0,CHA,6.40476,2025-02-05 00:00:00,2026-02-05 00:00:00,Invert Syrup
20100494,Đường kính trắng Coop Happy 2kg,10360.0,KG,1.0,2025-10-06 00:00:00,2027-10-06 00:00:00,RS Sugar
20100184,Ðường Biên Hòa Pure 1kg,15580.0,KG,1.0,2025-10-06 00:00:00,2029-10-06 00:00:00,RE Sugar
20100184,Ðường Biên Hòa Pure 1kg,26520.0,KG,1.0,2025-10-06 00:00:00,2029-10-06 00:00:00,RE Sugar
20100184,Ðường Biên Hòa Pure 1kg,10000.0,TUI,1.0,2024-11-08 00:00:00,2028-11-08 00:00:00,RE Sugar
20100425,Đường mía lỏng Biên Hòa 4.8L,1100.0,CHA,6.40476,2025-02-05 00:00:00,2026-02-05 00:00:00,Invert Syrup
20100108,Đường tinh luyện cao cấp Biên Hòa Pure,14500.0,KG,1.0,20/01/2025,20/01/2027,RE Sugar
20100108,Đường tinh luyện cao cấp Biên Hòa Pure,3500.0,KG,1.0,20/01/2025,20/01/2027,RE Sugar
20100108,Đường tinh luyện cao cấp Biên Hòa Pure,12000.0,KG,1.0,17/01/2025,17/01/2027,RE Sugar
20100108,Đường tinh luyện cao cấp Biên Hòa Pure,30000.0,KG,1.0,17/01/2025,17/01/2027,RE Sugar
20100141,Đường tinh luyện tiêu chuẩn Biên Hòa Pure,7450.0,KG,1.0,13/03/2025,14/03/2027,RE Sugar
20100054,Đường Organic Biên Hòa 400g,203.4,KG,1.0,18/12/2024,18/12/2027,Organic Sugar
20100054,Đường Organic Biên Hòa 400g,537.0,KG,1.0,18/12/2024,18/12/2027,Organic Sugar
20100054,Đường Organic Biên Hòa 400g,537.0,KG,1.0,18/12/2024,18/12/2027,Organic Sugar
20100054,Đường Organic Biên Hòa 400g,537.0,KG,1.0,18/12/2024,18/12/2027,Organic Sugar
20100005,Đường Ăn Kiêng Isomalt 5g (hộp 250g),156.0,KG,1.0,2024-05-10 00:00:00,2027-05-10 00:00:00,Diet Sugar
20100102,Đường Sticksu 8g,12.0,KG,1.0,2025-09-06 00:00:00,2029-09-06 00:00:00,Functional Sugar
20100102,Đường Sticksu 8g,420.0,KG,1.0,2025-09-06 00:00:00,2029-09-06 00:00:00,Functional Sugar
20100102,Đường Sticksu 8g,420.0,KG,1.0,2025-09-06 00:00:00,2029-09-06 00:00:00,Functional Sugar
20100102,Đường Sticksu 8g,420.0,KG,1.0,2025-09-06 00:00:00,2029-09-06 00:00:00,Functional Sugar
20100006,Đường Biên Hòa Joy Stick 6g (túi 300g),156.0,KG,1.0,2025-04-06 00:00:00,2029-04-06 00:00:00,Functional Sugar
20100006,Đường Biên Hòa Joy Stick 6g (túi 300g),336.0,KG,1.0,2025-04-06 00:00:00,2029-04-06 00:00:00,Functional Sugar
20100100,Đường Starbucks White Sugar Stick 4g,320.0,KG,1.0,2025-10-06 00:00:00,2029-10-06 00:00:00,Functional Sugar
20100043,Đường mía thượng hạng Biên Hòa 1Kg,20.0,TUI,1.0,14/10/2024,14/10/2026,RE Sugar
20100476,Nước cốt dừa XIM - Chef's Choice 1L,840.0,HOP,0.986,19/05/2025,18/11/2026,Coconut Cooking Cream
20100436,Nước cốt dừa Xim Mom Cooks 400ml,144.0,LON,0.39928,20/05/2025,20/05/2027,Coconut Cooking Cream
20100436,Nước cốt dừa Xim Mom Cooks 400ml,816.0,LON,0.39928,19/05/2025,19/05/2027,Coconut Cooking Cream
20100436,Nước cốt dừa Xim Mom Cooks 400ml,1920.0,LON,0.39928,19/05/2025,19/05/2027,Coconut Cooking Cream
20100436,Nước cốt dừa Xim Mom Cooks 400ml,1920.0,LON,0.39928,19/05/2025,19/05/2027,Coconut Cooking Cream
25000015,Nước dừa đóng hộp loại Xiêm Xanh 1L,360.0,HOP,1.02,31/05/2025,30/08/2026,Juice
25000015,Nước dừa đóng hộp loại Xiêm Xanh 1L,840.0,HOP,1.02,31/05/2025,30/08/2026,Juice
25000015,Nước dừa đóng hộp loại Xiêm Xanh 1L,840.0,HOP,1.02,31/05/2025,30/08/2026,Juice
25000015,Nước dừa đóng hộp loại Xiêm Xanh 1L,840.0,HOP,1.02,31/05/2025,30/08/2026,Juice
25000015,Nước dừa đóng hộp loại Xiêm Xanh 1L,840.0,HOP,1.02,31/05/2025,30/08/2026,Juice
25000015,Nước dừa đóng hộp loại Xiêm Xanh 1L,840.0,HOP,1.02,31/05/2025,30/08/2026,Juice
25000015,Nước dừa đóng hộp loại Xiêm Xanh 1L,840.0,HOP,1.02,31/05/2025,30/08/2026,Juice
25000015,Nước dừa đóng hộp loại Xiêm Xanh 1L,840.0,HOP,1.02,31/05/2025,30/08/2026,Juice
25000015,Nước dừa đóng hộp loại Xiêm Xanh 1L,840.0,HOP,1.02,31/05/2025,30/08/2026,Juice
25000015,Nước dừa đóng hộp loại Xiêm Xanh 1L,840.0,HOP,1.02,31/05/2025,30/08/2026,Juice
25000015,Nước dừa đóng hộp loại Xiêm Xanh 1L,840.0,HOP,1.02,31/05/2025,30/08/2026,Juice
25000015,Nước dừa đóng hộp loại Xiêm Xanh 1L,840.0,HOP,1.02,31/05/2025,30/08/2026,Juice
25000015,Nước dừa đóng hộp loại Xiêm Xanh 1L,840.0,HOP,1.02,31/05/2025,30/08/2026,Juice
25000015,Nước dừa đóng hộp loại Xiêm Xanh 1L,840.0,HOP,1.02,31/05/2025,30/08/2026,Juice
25000015,Nước dừa đóng hộp loại Xiêm Xanh 1L,840.0,HOP,1.02,31/05/2025,30/08/2026,Juice
25000015,Nước dừa đóng hộp loại Xiêm Xanh 1L,840.0,HOP,1.02,31/05/2025,30/08/2026,Juice
25000015,Nước dừa đóng hộp loại Xiêm Xanh 1L,840.0,HOP,1.02,31/05/2025,30/08/2026,Juice
25000015,Nước dừa đóng hộp loại Xiêm Xanh 1L,840.0,HOP,1.02,31/05/2025,30/08/2026,Juice
25000015,Nước dừa đóng hộp loại Xiêm Xanh 1L,840.0,HOP,1.02,31/05/2025,30/08/2026,Juice
25000015,Nước dừa đóng hộp loại Xiêm Xanh 1L,840.0,HOP,1.02,31/05/2025,30/08/2026,Juice
25000015,Nước dừa đóng hộp loại Xiêm Xanh 1L,840.0,HOP,1.02,31/05/2025,30/08/2026,Juice
25000015,Nước dừa đóng hộp loại Xiêm Xanh 1L,840.0,HOP,1.02,31/05/2025,30/08/2026,Juice
25000015,Nước dừa đóng hộp loại Xiêm Xanh 1L,840.0,HOP,1.02,31/05/2025,30/08/2026,Juice
25000015,Nước dừa đóng hộp loại Xiêm Xanh 1L,840.0,HOP,1.02,31/05/2025,30/08/2026,Juice
25000015,Nước dừa đóng hộp loại Xiêm Xanh 1L,840.0,HOP,1.02,31/05/2025,30/08/2026,Juice
25000015,Nước dừa đóng hộp loại Xiêm Xanh 1L,840.0,HOP,1.02,31/05/2025,30/08/2026,Juice
25000015,Nước dừa đóng hộp loại Xiêm Xanh 1L,840.0,HOP,1.02,31/05/2025,30/08/2026,Juice
20100136,Đường tinh luyện hạt nhuyễn Biên Hòa Pure,10000.0,KG,1.0,23/04/2025,23/04/2027,RE Sugar
20100251,Đường đen Biên Hòa 50kg,0.0,KG,1.0,18/05/2025,18/11/2025,Functional Sugar
20100108,Đường tinh luyện cao cấp Biên Hòa Pure,30000.0,KG,1.0,20/01/2025,20/01/2027,RE Sugar
20100141,Đường tinh luyện tiêu chuẩn Biên Hòa Pure,100.0,KG,1.0,13/03/2025,14/03/2027,RE Sugar
20100141,Đường tinh luyện tiêu chuẩn Biên Hòa Pure,50.0,KG,1.0,2025-11-03 00:00:00,2027-11-03 00:00:00,RE Sugar
20100620,Đường mía thiên nhiên Biên Hòa 500g,9820.0,KG,1.0,2025-11-06 00:00:00,2027-11-06 00:00:00,Brown Sugar
20100184,Ðường Biên Hòa Pure 1kg,40460.0,KG,1.0,2025-11-06 00:00:00,2029-11-06 00:00:00,RE Sugar
20100316,Đường vàng thiên nhiên Mimosa,96000.0,KG,1.0,2025-12-02 00:00:00,2027-12-02 00:00:00,Brown Sugar
20100167,Đường trắng thượng hạng Mimosa,82300.0,KG,1.0,24/04/2025,24/04/2027,RS Sugar
20100167,Đường trắng thượng hạng Mimosa,10000.0,KG,1.0,24/04/2025,24/04/2027,RS Sugar
20100312,Nước màu Bếp Xưa 28L,25.0,CAN,39.52116,2025-11-06 00:00:00,2027-11-06 00:00:00,Caramelized
20100108,Đường tinh luyện cao cấp Biên Hòa Pure,29900.0,KG,1.0,20/01/2025,20/01/2027,RE Sugar
20100108,Đường tinh luyện cao cấp Biên Hòa Pure,30000.0,KG,1.0,20/01/2025,20/01/2027,RE Sugar
20100108,Đường tinh luyện cao cấp Biên Hòa Pure,9600.0,KG,1.0,20/01/2025,20/01/2027,RE Sugar
20100108,Đường tinh luyện cao cấp Biên Hòa Pure,20400.0,KG,1.0,20/01/2025,20/01/2027,RE Sugar
20100563,Đường Organic Biên Hòa hũ 800g P12,211.2,KG,1.0,14/12/2024,14/12/2027,Organic Sugar
20100563,Đường Organic Biên Hòa hũ 800g P12,576.0,KG,1.0,14/12/2024,14/12/2027,Organic Sugar
20100563,Đường Organic Biên Hòa hũ 800g P12,576.0,KG,1.0,14/12/2024,14/12/2027,Organic Sugar
20100563,Đường Organic Biên Hòa hũ 800g P12,576.0,KG,1.0,14/12/2024,14/12/2027,Organic Sugar
20100643,Đường trắng Happy Price Mega Market 25kg,0.0,KG,1.0,20/05/2025,20/05/2027,RS Sugar
20100285,Đường Starbucks Brown Sugar Stick 4g,392.0,KG,1.0,2025-10-06 00:00:00,2027-10-06 00:00:00,Functional Sugar
20100006,Đường Biên Hòa Joy Stick 6g (túi 300g),24.0,KG,1.0,2025-04-06 00:00:00,2029-04-06 00:00:00,Functional Sugar
20100006,Đường Biên Hòa Joy Stick 6g (túi 300g),336.0,KG,1.0,2025-04-06 00:00:00,2029-04-06 00:00:00,Functional Sugar
20100102,Đường Sticksu 8g,408.0,KG,1.0,2025-09-06 00:00:00,2029-09-06 00:00:00,Functional Sugar
20100102,Đường Sticksu 8g,420.0,KG,1.0,2025-09-06 00:00:00,2029-09-06 00:00:00,Functional Sugar
20100102,Đường Sticksu 8g,420.0,KG,1.0,2025-09-06 00:00:00,2029-09-06 00:00:00,Functional Sugar
20100494,Đường kính trắng Coop Happy 2kg,5560.0,KG,1.0,2025-11-06 00:00:00,2027-11-06 00:00:00,RS Sugar
20100494,Đường kính trắng Coop Happy 2kg,9440.0,KG,1.0,2025-11-06 00:00:00,2027-11-06 00:00:00,RS Sugar
20100184,Ðường Biên Hòa Pure 1kg,13140.0,KG,1.0,2025-11-06 00:00:00,2029-11-06 00:00:00,RE Sugar
20100184,Ðường Biên Hòa Pure 1kg,39480.0,KG,1.0,2025-11-06 00:00:00,2029-11-06 00:00:00,RE Sugar
20100111,Bien Hoa Pure Premium Refined Sugar (Export),224300.0,KG,1.0,20/04/2025,20/04/2027,RE Sugar (EX)
20100111,Bien Hoa Pure Premium Refined Sugar (Export),264300.0,KG,1.0,27/04/2025,27/04/2027,RE Sugar (EX)
20100108,Đường tinh luyện cao cấp Biên Hòa Pure,0.0,KG,1.0,2025-10-04 00:00:00,2027-10-04 00:00:00,RE Sugar
20100121,Đường tinh luyện đặc biệt Biên Hòa Pure,0.0,KG,1.0,14/03/2025,14/03/2027,RE Sugar
20100316,Đường vàng thiên nhiên Mimosa,0.0,KG,1.0,24/12/2024,24/12/2026,Brown Sugar
20100136,Đường tinh luyện hạt nhuyễn Biên Hòa Pure,0.0,KG,1.0,26/03/2025,26/03/2027,RE Sugar
20100164,Đường trắng thượng hạng Biên Hòa Daily,0.0,KG,1.0,25/04/2025,25/04/2027,RS Sugar
20100141,Đường tinh luyện tiêu chuẩn Biên Hòa Pure,0.0,KG,1.0,2025-11-03 00:00:00,2027-11-03 00:00:00,RE Sugar
20100415,Đường Biên Hòa 1/2 (half sugar) 500g,528.0,KG,1.0,2025-10-06 00:00:00,2027-10-06 00:00:00,Functional Sugar
20100415,Đường Biên Hòa 1/2 (half sugar) 500g,672.0,KG,1.0,2025-10-06 00:00:00,2027-10-06 00:00:00,Functional Sugar
20100108,Đường tinh luyện cao cấp Biên Hòa Pure,26000.0,KG,1.0,21/03/2025,21/03/2027,RE Sugar
20100108,Đường tinh luyện cao cấp Biên Hòa Pure,4000.0,KG,1.0,20/01/2025,20/01/2027,RE Sugar
20100042,Đường mía thiên nhiên Biên Hòa 1kg,20000.0,KG,1.0,2025-12-06 00:00:00,2027-12-06 00:00:00,Brown Sugar
20100620,Đường mía thiên nhiên Biên Hòa 500g,3180.0,KG,1.0,2025-11-06 00:00:00,2027-12-06 00:00:00,Brown Sugar
20100184,Ðường Biên Hòa Pure 1kg,76180.0,KG,1.0,2025-11-06 00:00:00,2029-12-06 00:00:00,RE Sugar
20100167,Đường trắng thượng hạng Mimosa,52400.0,KG,1.0,23/04/2025,23/04/2027,RS Sugar
20100167,Đường trắng thượng hạng Mimosa,55900.0,KG,1.0,24/04/2025,24/04/2027,RS Sugar
20100316,Đường vàng thiên nhiên Mimosa,14650.0,KG,1.0,2025-12-02 00:00:00,2027-12-02 00:00:00,Brown Sugar
20100316,Đường vàng thiên nhiên Mimosa,61200.0,KG,1.0,2025-07-06 00:00:00,2027-07-06 00:00:00,Brown Sugar
20100440,Đường Biên Hòa Baking 25kg,25.0,KG,1.0,2025-06-05 00:00:00,2026-06-05 00:00:00,Functional Sugar
20100108,Đường tinh luyện cao cấp Biên Hòa Pure,26000.0,KG,1.0,20/01/2025,20/01/2027,RE Sugar
20100108,Đường tinh luyện cao cấp Biên Hòa Pure,4000.0,KG,1.0,20/01/2025,20/01/2027,RE Sugar
20100108,Đường tinh luyện cao cấp Biên Hòa Pure,30000.0,KG,1.0,20/01/2025,20/01/2027,RE Sugar
20100108,Đường tinh luyện cao cấp Biên Hòa Pure,30000.0,KG,1.0,20/01/2025,20/01/2027,RE Sugar
20100316,Đường vàng thiên nhiên Mimosa,20000.0,KG,1.0,2025-07-06 00:00:00,2027-07-06 00:00:00,Brown Sugar
20100167,Đường trắng thượng hạng Mimosa,65100.0,KG,1.0,24/04/2025,24/04/2027,RS Sugar
25000015,Nước dừa đóng hộp loại Xiêm Xanh 1L,0.0,HOP,1.02,29/05/2025,28/08/2026,Juice
20100136,Đường tinh luyện hạt nhuyễn Biên Hòa Pure,10000.0,KG,1.0,23/04/2025,23/04/2027,RE Sugar
20100136,Đường tinh luyện hạt nhuyễn Biên Hòa Pure,20000.0,KG,1.0,23/04/2025,23/04/2027,RE Sugar
25000205,Nước Khoáng kiềm thiên nhiên DaKai 350ml P24,1296.0,CHA,0.37065,24/04/2025,24/04/2027,Drinking Water
25000205,Nước Khoáng kiềm thiên nhiên DaKai 350ml P24,1176.0,CHA,0.37065,22/05/2025,22/05/2027,Drinking Water
25000205,Nước Khoáng kiềm thiên nhiên DaKai 350ml P24,2184.0,CHA,0.37065,24/04/2025,24/04/2027,Drinking Water
25000205,Nước Khoáng kiềm thiên nhiên DaKai 350ml P24,2184.0,CHA,0.37065,24/04/2025,24/04/2027,Drinking Water
25000205,Nước Khoáng kiềm thiên nhiên DaKai 350ml P24,2184.0,CHA,0.37065,24/04/2025,24/04/2027,Drinking Water
25000205,Nước Khoáng kiềm thiên nhiên DaKai 350ml P24,2184.0,CHA,0.37065,24/04/2025,24/04/2027,Drinking Water
25000205,Nước Khoáng kiềm thiên nhiên DaKai 350ml P24,2184.0,CHA,0.37065,24/04/2025,24/04/2027,Drinking Water
25000205,Nước Khoáng kiềm thiên nhiên DaKai 350ml P24,2184.0,CHA,0.37065,24/04/2025,24/04/2027,Drinking Water
25000205,Nước Khoáng kiềm thiên nhiên DaKai 350ml P24,2184.0,CHA,0.37065,22/05/2025,22/05/2027,Drinking Water
25000205,Nước Khoáng kiềm thiên nhiên DaKai 350ml P24,2184.0,CHA,0.37065,22/05/2025,22/05/2027,Drinking Water
25000205,Nước Khoáng kiềm thiên nhiên DaKai 350ml P24,2184.0,CHA,0.37065,22/05/2025,22/05/2027,Drinking Water
25000205,Nước Khoáng kiềm thiên nhiên DaKai 350ml P24,2184.0,CHA,0.37065,22/05/2025,22/05/2027,Drinking Water
25000205,Nước Khoáng kiềm thiên nhiên DaKai 350ml P24,2184.0,CHA,0.37065,22/05/2025,22/05/2027,Drinking Water
25000205,Nước Khoáng kiềm thiên nhiên DaKai 350ml P24,2184.0,CHA,0.37065,22/05/2025,22/05/2027,Drinking Water
25000205,Nước Khoáng kiềm thiên nhiên DaKai 350ml P24,2184.0,CHA,0.37065,22/05/2025,22/05/2027,Drinking Water
25000205,Nước Khoáng kiềm thiên nhiên DaKai 350ml P24,2184.0,CHA,0.37065,22/05/2025,22/05/2027,Drinking Water
